name,update_time,cars,motorcycles,ev_cars,ev_motorcycles,disabled,lt_8m,gt_8m,scrape_time,hour,english_name,category
宋玉生廣場,2025-10-28 14:18:41,10,0,16,0,7,,,2025-10-28 14:19:19,14.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-28 14:18:43,272,111,18,11,4,,,2025-10-28 14:19:19,14.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-28 14:18:41,186,142,13,12,3,,,2025-10-28 14:19:19,14.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-28 14:18:44,102,0,16,0,2,,,2025-10-28 14:19:19,14.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-28 14:18:43,20,86,0,10,0,,,2025-10-28 14:19:19,14.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-28 14:18:40,0,12,3,15,1,,,2025-10-28 14:19:19,14.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-28 14:18:44,114,91,21,15,7,,,2025-10-28 14:19:19,14.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-28 14:18:30,53,185,8,3,1,,,2025-10-28 14:19:19,14.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-28 14:18:30,38,35,7,12,2,,,2025-10-28 14:19:19,14.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-28 14:18:41,124,76,0,7,0,,,2025-10-28 14:19:19,14.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-28 14:18:44,1,285,10,7,0,,,2025-10-28 14:19:19,14.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-28 14:18:30,41,85,5,15,2,,,2025-10-28 14:19:19,14.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-28 14:18:39,64,503,15,2,4,,,2025-10-28 14:19:19,14.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-28 14:18:28,44,0,14,0,0,156.0,127.0,2025-10-28 14:19:19,14.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-28 14:18:37,86,0,0,0,0,,,2025-10-28 14:19:19,14.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-28 14:18:34,28,32,0,0,2,5.0,,2025-10-28 14:19:19,14.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-28 14:18:42,238,332,24,5,4,,,2025-10-28 14:19:19,14.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-28 14:18:44,0,1,1,0,2,,,2025-10-28 14:19:19,14.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-28 14:18:41,30,6,0,2,2,,,2025-10-28 14:19:19,14.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-28 14:18:44,0,22,4,12,3,,,2025-10-28 14:19:19,14.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-28 14:18:41,0,4,5,3,1,,,2025-10-28 14:19:19,14.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-28 14:18:15,99,133,8,6,3,,,2025-10-28 14:19:19,14.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-28 14:18:44,14,93,8,10,5,,,2025-10-28 14:19:19,14.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-28 14:18:43,34,27,7,8,1,,,2025-10-28 14:19:19,14.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-28 14:18:42,656,1010,113,12,15,,,2025-10-28 14:19:19,14.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-28 14:18:43,438,495,3,0,4,,,2025-10-28 14:19:19,14.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-28 14:18:40,277,300,3,0,5,,,2025-10-28 14:19:19,14.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-28 14:18:31,310,285,3,0,4,,,2025-10-28 14:19:19,14.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-28 14:18:43,41,162,2,14,3,,,2025-10-28 14:19:19,14.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-28 14:18:42,134,0,31,0,2,,,2025-10-28 14:19:19,14.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-28 14:18:41,376,397,45,11,20,,,2025-10-28 14:19:19,14.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-28 14:18:37,0,0,6,0,2,,,2025-10-28 14:19:19,14.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-28 14:18:43,168,0,0,0,3,,,2025-10-28 14:19:19,14.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-28 14:18:43,380,456,0,0,5,,,2025-10-28 14:19:19,14.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔,2025-10-28 14:18:41,37,63,0,0,0,,,2025-10-28 14:19:19,14.0,Tourism Tower (Lǚyóu Tǎ),Work
栢景,2025-10-28 14:18:32,11,0,2,0,2,,,2025-10-28 14:19:19,14.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-28 14:18:42,322,281,0,0,0,,,2025-10-28 14:19:19,14.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-28 14:18:42,71,0,9,0,3,,,2025-10-28 14:19:19,14.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-28 14:18:33,5,0,1,0,2,,,2025-10-28 14:19:19,14.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-28 14:18:35,9,0,7,0,2,,,2025-10-28 14:19:19,14.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-28 14:18:29,45,0,7,0,2,,,2025-10-28 14:19:19,14.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-28 14:18:19,89,0,11,0,2,,,2025-10-28 14:19:19,14.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-28 14:18:41,6,26,6,0,3,,,2025-10-28 14:19:19,14.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-28 14:18:42,26,42,10,10,0,,,2025-10-28 14:19:19,14.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-28 14:18:43,1,28,6,9,3,,,2025-10-28 14:19:19,14.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-28 14:18:44,73,317,8,16,6,,,2025-10-28 14:19:19,14.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-28 14:18:39,2732,0,45,0,32,,,2025-10-28 14:19:19,14.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-28 14:18:44,2729,1959,10,0,32,,,2025-10-28 14:19:19,14.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-28 14:18:42,175,396,0,0,3,,,2025-10-28 14:19:19,14.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-28 14:18:44,104,126,3,23,4,,,2025-10-28 14:19:19,14.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-28 14:18:43,4,0,0,0,0,,,2025-10-28 14:19:19,14.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-28 14:18:44,364,281,0,0,7,,,2025-10-28 14:19:19,14.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-28 14:18:44,245,191,22,0,6,,,2025-10-28 14:19:19,14.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-28 14:18:34,158,176,9,8,4,,,2025-10-28 14:19:19,14.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-28 14:18:44,10,157,3,15,3,,,2025-10-28 14:19:19,14.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-28 14:18:43,32,156,8,14,2,,,2025-10-28 14:19:19,14.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-28 14:18:41,444,265,4,13,8,,,2025-10-28 14:19:19,14.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-28 14:18:42,265,587,35,14,4,,,2025-10-28 14:19:19,14.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-28 14:18:42,307,159,36,10,5,,,2025-10-28 14:19:19,14.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-28 14:18:43,58,42,7,7,1,,,2025-10-28 14:19:19,14.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-28 14:18:42,209,453,40,10,7,,,2025-10-28 14:19:19,14.0,Lotus Road (Liánhuā Lù),Residential
澳門文化中心,2025-10-28 14:18:41,6,3,0,0,2,,,2025-10-28 14:19:19,14.0,Macau Cultural Center (Àomén Wénhuà Zhōngxīn),Residential
藝園,2025-10-28 14:18:35,39,202,21,13,4,,,2025-10-28 14:19:19,14.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-28 14:18:43,197,492,28,4,5,,,2025-10-28 14:19:19,14.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-28 14:18:44,11,5,2,5,1,,,2025-10-28 14:19:19,14.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-28 14:18:34,300,383,13,12,10,,,2025-10-28 14:19:19,14.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-28 14:18:18,99,51,0,10,4,,,2025-10-28 14:19:19,14.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-28 15:18:31,0,0,0,0,0,154.0,69.0,2025-10-28 15:19:21,15.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-28 15:18:43,8,0,0,0,0,,,2025-10-28 15:19:21,15.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-28 15:18:30,4,25,4,9,2,,,2025-10-28 15:19:21,15.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-28 15:18:43,5,25,4,13,1,,,2025-10-28 15:19:21,15.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-28 15:18:26,0,97,6,3,2,,,2025-10-28 15:19:21,15.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-28 15:18:44,951,1176,85,24,14,,,2025-10-28 15:19:21,15.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-28 15:18:43,221,262,27,13,4,,,2025-10-28 15:19:21,15.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-28 15:18:41,17,100,6,14,1,,,2025-10-28 15:19:21,15.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-28 15:18:43,11,18,4,18,2,,,2025-10-28 15:19:21,15.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-28 15:18:34,281,138,70,13,16,,,2025-10-28 15:19:21,15.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-28 15:18:44,3,325,15,1,4,,,2025-10-28 15:19:21,15.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-28 15:18:41,8,0,18,0,7,,,2025-10-28 15:19:21,15.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-28 15:18:43,292,111,18,11,4,,,2025-10-28 15:19:21,15.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-28 15:18:42,189,146,13,12,3,,,2025-10-28 15:19:21,15.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-28 15:18:44,106,0,16,0,2,,,2025-10-28 15:19:21,15.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-28 15:18:44,18,89,0,10,0,,,2025-10-28 15:19:21,15.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-28 15:18:40,3,15,4,15,1,,,2025-10-28 15:19:21,15.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-28 15:18:40,115,86,21,14,7,,,2025-10-28 15:19:21,15.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-28 15:18:33,56,182,9,5,1,,,2025-10-28 15:19:21,15.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-28 15:18:32,46,40,7,12,2,,,2025-10-28 15:19:21,15.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-28 15:18:44,133,82,0,7,0,,,2025-10-28 15:19:21,15.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-28 15:18:44,9,269,10,7,0,,,2025-10-28 15:19:21,15.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-28 15:18:44,43,83,5,15,2,,,2025-10-28 15:19:21,15.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-28 15:18:44,49,502,14,2,4,,,2025-10-28 15:19:21,15.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-28 15:18:43,46,0,14,0,0,155.0,128.0,2025-10-28 15:19:21,15.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-28 15:18:37,87,0,0,0,0,,,2025-10-28 15:19:21,15.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-28 15:18:30,39,34,0,0,2,5.0,,2025-10-28 15:19:21,15.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-28 15:18:43,240,338,24,5,4,,,2025-10-28 15:19:21,15.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-28 15:18:17,0,0,0,0,2,,,2025-10-28 15:19:21,15.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-28 15:18:44,10,0,0,0,2,,,2025-10-28 15:19:21,15.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-28 15:18:44,0,19,2,14,3,,,2025-10-28 15:19:21,15.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-28 15:18:42,0,6,5,3,1,,,2025-10-28 15:19:21,15.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-28 15:18:36,93,129,8,6,3,,,2025-10-28 15:19:21,15.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-28 15:18:44,9,88,8,10,5,,,2025-10-28 15:19:21,15.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-28 15:18:41,34,21,8,7,1,,,2025-10-28 15:19:21,15.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-28 15:18:44,673,980,116,13,15,,,2025-10-28 15:19:21,15.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-28 15:18:37,436,495,3,0,4,,,2025-10-28 15:19:21,15.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-28 15:18:40,277,300,3,0,5,,,2025-10-28 15:19:21,15.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-28 15:18:24,308,284,3,0,4,,,2025-10-28 15:19:21,15.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-28 15:18:43,57,159,2,14,3,,,2025-10-28 15:19:21,15.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-28 15:18:41,126,0,31,0,2,,,2025-10-28 15:19:21,15.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-28 15:18:42,348,383,45,11,20,,,2025-10-28 15:19:21,15.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-28 15:18:35,0,0,6,0,2,,,2025-10-28 15:19:21,15.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-28 15:18:43,168,0,0,0,3,,,2025-10-28 15:19:21,15.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-28 15:18:43,378,458,0,0,5,,,2025-10-28 15:19:21,15.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔,2025-10-28 15:18:42,48,63,0,0,0,,,2025-10-28 15:19:21,15.0,Tourism Tower (Lǚyóu Tǎ),Work
栢景,2025-10-28 15:18:33,11,0,2,0,2,,,2025-10-28 15:19:21,15.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-28 15:18:33,322,281,0,0,0,,,2025-10-28 15:19:21,15.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-28 15:18:43,87,0,9,0,3,,,2025-10-28 15:19:21,15.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-28 15:18:42,7,0,1,0,2,,,2025-10-28 15:19:21,15.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-28 15:18:42,12,0,8,0,2,,,2025-10-28 15:19:21,15.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-28 15:18:15,66,0,8,0,2,,,2025-10-28 15:19:21,15.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-28 15:18:40,94,0,11,0,2,,,2025-10-28 15:19:21,15.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-28 15:18:42,10,12,5,0,3,,,2025-10-28 15:19:21,15.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-28 15:18:43,31,39,10,12,0,,,2025-10-28 15:19:21,15.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-28 15:18:42,1,9,4,9,3,,,2025-10-28 15:19:21,15.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-28 15:18:44,102,316,8,16,6,,,2025-10-28 15:19:21,15.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-28 15:18:36,2723,0,45,0,32,,,2025-10-28 15:19:21,15.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-28 15:18:41,2721,1955,10,0,32,,,2025-10-28 15:19:21,15.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-28 15:18:42,179,395,0,0,3,,,2025-10-28 15:19:21,15.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-28 15:18:41,124,134,4,23,4,,,2025-10-28 15:19:21,15.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-28 15:18:44,3,0,0,0,0,,,2025-10-28 15:19:21,15.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-28 15:18:44,348,283,0,0,7,,,2025-10-28 15:19:21,15.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-28 15:18:44,253,188,22,0,6,,,2025-10-28 15:19:21,15.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-28 15:18:25,168,174,9,8,4,,,2025-10-28 15:19:21,15.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-28 15:18:43,10,153,3,12,4,,,2025-10-28 15:19:21,15.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-28 15:18:44,31,154,7,14,2,,,2025-10-28 15:19:21,15.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-28 15:18:41,453,257,4,13,8,,,2025-10-28 15:19:21,15.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-28 15:18:42,269,591,35,14,4,,,2025-10-28 15:19:21,15.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-28 15:18:37,303,162,35,10,5,,,2025-10-28 15:19:21,15.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-28 15:18:36,56,35,9,8,1,,,2025-10-28 15:19:21,15.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-28 15:18:42,199,452,40,10,7,,,2025-10-28 15:19:21,15.0,Lotus Road (Liánhuā Lù),Residential
澳門文化中心,2025-10-28 15:18:42,4,6,0,0,2,,,2025-10-28 15:19:21,15.0,Macau Cultural Center (Àomén Wénhuà Zhōngxīn),Residential
藝園,2025-10-28 15:18:43,35,195,20,12,4,,,2025-10-28 15:19:21,15.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-28 15:18:41,207,494,28,4,5,,,2025-10-28 15:19:21,15.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-28 15:18:41,21,5,2,5,1,,,2025-10-28 15:19:21,15.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-28 15:18:18,309,362,13,12,10,,,2025-10-28 15:19:21,15.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-28 15:18:23,94,49,0,10,4,,,2025-10-28 15:19:21,15.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-28 16:18:31,0,0,0,0,0,154.0,67.0,2025-10-28 16:19:22,16.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-28 16:18:40,10,0,0,0,0,,,2025-10-28 16:19:22,16.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-28 16:18:21,11,24,4,9,2,,,2025-10-28 16:19:22,16.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-28 16:18:43,2,22,4,13,1,,,2025-10-28 16:19:22,16.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-28 16:18:42,0,98,6,3,2,,,2025-10-28 16:19:22,16.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-28 16:18:42,945,1178,85,24,14,,,2025-10-28 16:19:22,16.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-28 16:18:44,226,261,27,13,4,,,2025-10-28 16:19:22,16.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-28 16:18:43,16,98,6,14,1,,,2025-10-28 16:19:22,16.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-28 16:18:43,8,16,4,18,2,,,2025-10-28 16:19:22,16.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-28 16:18:37,286,138,70,13,16,,,2025-10-28 16:19:22,16.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-28 16:18:44,26,337,15,1,4,,,2025-10-28 16:19:22,16.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-28 16:18:42,20,0,19,0,7,,,2025-10-28 16:19:22,16.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-28 16:18:43,292,110,18,11,4,,,2025-10-28 16:19:22,16.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-28 16:18:42,209,152,13,12,3,,,2025-10-28 16:19:22,16.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-28 16:18:44,109,0,15,0,2,,,2025-10-28 16:19:22,16.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-28 16:18:44,22,81,0,10,0,,,2025-10-28 16:19:22,16.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-28 16:18:40,1,19,3,15,1,,,2025-10-28 16:19:22,16.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-28 16:18:43,122,92,21,14,7,,,2025-10-28 16:19:22,16.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-28 16:18:43,63,182,10,3,1,,,2025-10-28 16:19:22,16.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-28 16:18:28,37,40,7,12,2,,,2025-10-28 16:19:22,16.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-28 16:18:44,145,81,0,7,0,,,2025-10-28 16:19:22,16.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-28 16:18:44,13,273,10,7,0,,,2025-10-28 16:19:22,16.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-28 16:18:28,44,82,6,15,2,,,2025-10-28 16:19:22,16.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-28 16:18:43,47,501,14,4,4,,,2025-10-28 16:19:22,16.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-28 16:18:26,47,0,14,0,0,151.0,127.0,2025-10-28 16:19:22,16.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-28 16:18:37,89,0,0,0,0,,,2025-10-28 16:19:22,16.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
